arxiv_id,updated_date,published_date,title,summary,authors,comment,categories,pages,figures,num_of_authors,title_length,year_of_publish,month_of_publish,date_of_publish
1308.1454v1,2013-08-07T00:42:13Z,2013-08-07T00:42:13Z,Sampling-based learning control of inhomogeneous quantum ensembles,"  Compensation for parameter dispersion is a significant challenge for control
of inhomogeneous quantum ensembles. In this paper, we present a systematic
methodology of sampling-based learning control (SLC) for simultaneously
steering the members of inhomogeneous quantum ensembles to the same desired
state. The SLC method is employed for optimal control of the state-to-state
transition probability for inhomogeneous quantum ensembles of spins as well as
$\Lambda$ type atomic systems. The procedure involves the steps of (i) training
and (ii) testing. In the training step, a generalized system is constructed by
sampling members according to the distribution of inhomogeneous parameters
drawn from the ensemble. A gradient flow based learning and optimization
algorithm is adopted to find the control for the generalized system. In the
process of testing, a number of additional ensemble members are randomly
selected to evaluate the control performance. Numerical results are presented
showing the success of the SLC method.
","['Chunlin Chen', 'Daoyi Dong', 'Ruixing Long', 'Ian R. Petersen', 'Herschel A. Rabitz']","8 pages, 9 figures",['quant-ph'],8.0,9.0,5,7,2013,8,7
1305.0238v1,2013-05-01T18:21:32Z,2013-05-01T18:21:32Z,FIT-MART: Quantum Magnetism with a Gentle Learning Curve,"  We present a new open-source software package, FIT-MART, that allows
non-experts to quickly get started simulating quantum magnetism. FIT-MART can
be downloaded as a platform-idependent executable Java (JAR) file. It allows
the user to define (Heisenberg) Hamiltonians by electronically drawing pictures
that represent quantum spins and operators. Sliders are automatically generated
to control the values of the parameters in the model, and when the values
change, several plots are updated in real time to display both the resulting
energy spectra and the equilibruim magnetic properties. Several experimental
data sets for real magnetic molecules are included in FIT-MART to allow easy
comparison between simulated and experimental data, and FIT-MART users can also
import their own data for analysis and compare the goodness of fit for
different models.
","['Larry Engelhardt', 'Scott C. Garland', 'Cameron Rainey', 'Ray A. Freeman']",,"['cond-mat.str-el', 'quant-ph']",,,4,8,2013,5,1
1301.3124v4,2013-03-13T17:54:51Z,2013-01-14T20:50:08Z,Deep learning and the renormalization group,"  Renormalization group (RG) methods, which model the way in which the
effective behavior of a system depends on the scale at which it is observed,
are key to modern condensed-matter theory and particle physics. We compare the
ideas behind the RG on the one hand and deep machine learning on the other,
where depth and scale play a similar role. In order to illustrate this
connection, we review a recent numerical method based on the RG---the
multiscale entanglement renormalization ansatz (MERA)---and show how it can be
converted into a learning algorithm based on a generative hierarchical Bayesian
network model. Under the assumption---common in physics---that the distribution
to be learned is fully characterized by local correlations, this algorithm
involves only explicit evaluation of probabilities, hence doing away with
sampling.
",['Cédric Bény'],,['quant-ph'],,,1,6,2013,1,14
1210.3279v2,2012-12-16T10:52:29Z,2012-10-11T15:54:33Z,On the Power of Non-Adaptive Learning Graphs,"  We introduce a notion of the quantum query complexity of a certificate
structure. This is a formalisation of a well-known observation that many
quantum query algorithms only require the knowledge of the disposition of
possible certificates in the input string, not the precise values therein.
  Next, we derive a dual formulation of the complexity of a non-adaptive
learning graph, and use it to show that non-adaptive learning graphs are tight
for all certificate structures. By this, we mean that there exists a function
possessing the certificate structure and such that a learning graph gives an
optimal quantum query algorithm for it.
  For a special case of certificate structures generated by certificates of
bounded size, we construct a relatively general class of functions having this
property. The construction is based on orthogonal arrays, and generalizes the
quantum query lower bound for the $k$-sum problem derived recently in
arXiv:1206.6528.
  Finally, we use these results to show that the learning graph for the
triangle problem from arXiv:1210.1014 is almost optimal in these settings. This
also gives a quantum query lower bound for the triangle-sum problem.
","['Aleksandrs Belovs', 'Ansis Rosmanis']","16 pages, 1.5 figures v2: the main result generalised for all
  certificate structures, a bug in the proof of Proposition 17 fixed","['quant-ph', 'cs.CC']",16.0,15.0,2,7,2012,10,11
1208.0663v2,2012-10-08T09:45:25Z,2012-08-03T06:28:57Z,Robust optimal quantum learning without quantum memory,"  A quantum learning machine for binary classification of qubit states that
does not require quantum memory is introduced and shown to perform with the
minimum error rate allowed by quantum mechanics for any size of the training
set. This result is shown to be robust under (an arbitrary amount of) noise and
under (statistical) variations in the composition of the training set, provided
it is large enough. This machine can be used an arbitrary number of times
without retraining. Its required classical memory grows only logarithmically
with the number of training qubits, while its excess risk decreases as the
inverse of this number, and twice as fast as the excess risk of an
estimate-and-discriminate machine, which estimates the states of the training
qubits and classifies the data qubit with a discrimination protocol tailored to
the obtained estimates.
","['G. Sentís', 'J. Calsamiglia', 'R. Munoz-Tapia', 'E. Bagan']",Extended version of Scientific Reports publication. Typos corrected,['quant-ph'],,,4,7,2012,8,3
1207.1655v2,2012-09-18T02:07:11Z,2012-07-06T15:17:55Z,Robust Online Hamiltonian Learning,"  In this work we combine two distinct machine learning methodologies,
sequential Monte Carlo and Bayesian experimental design, and apply them to the
problem of inferring the dynamical parameters of a quantum system. We design
the algorithm with practicality in mind by including parameters that control
trade-offs between the requirements on computational and experimental
resources. The algorithm can be implemented online (during experimental data
collection), avoiding the need for storage and post-processing. Most
importantly, our algorithm is capable of learning Hamiltonian parameters even
when the parameters change from experiment-to-experiment, and also when
additional noise processes are present and unknown. The algorithm also
numerically estimates the Cramer-Rao lower bound, certifying its own
performance.
","['Christopher E. Granade', 'Christopher Ferrie', 'Nathan Wiebe', 'D. G. Cory']","24 pages, 12 figures; to appear in New Journal of Physics","['quant-ph', 'cs.LG']",24.0,12.0,4,4,2012,7,6
1106.2742v2,2012-09-12T11:10:22Z,2011-06-14T15:32:19Z,Quantum learning without quantum memory,"  A quantum learning machine for binary classification of qubit states that
does not require quantum memory is introduced and shown to perform with the
very same error rate as the optimal (programmable) discrimination machine for
any size of the training set. At variance with the latter, this machine can be
used an arbitrary number of times without retraining. Its required (classical)
memory grows only logarithmically with the number of training qubits, while
(asymptotically) its excess risk decreases as the inverse of this number, and
twice as fast as the excess risk of an ""estimate-and-discriminate"" machine,
which estimates the states of the training qubits and classifies the data qubit
with a discrimination protocol tailored to the obtained estimates.
","['G. Sentís', 'J. Calsamiglia', 'R. Munoz-Tapia', 'E. Bagan']","This paper has been expanded and generalized in arXiv:1208.0663, and
  has therefore been withdrawn",['quant-ph'],,,4,5,2011,6,14
1109.5135v3,2012-09-03T08:14:03Z,2011-09-23T17:27:24Z,"A learning graph based quantum query algorithm for finding constant-size
  subgraphs","  Let $H$ be a fixed $k$-vertex graph with $m$ edges and minimum degree $d >0$.
We use the learning graph framework of Belovs to show that the bounded-error
quantum query complexity of determining if an $n$-vertex graph contains $H$ as
a subgraph is $O(n^{2-2/k-t})$, where $ t = \max{\frac{k^2-
2(m+1)}{k(k+1)(m+1)}, \frac{2k - d - 3}{k(d+1)(m-d+2)}}$. The previous best
algorithm of Magniez et al. had complexity $\widetilde O(n^{2-2/k})$.
","['Troy Lee', 'Frederic Magniez', 'Miklos Santha']",The analysis has been refined and a second algorithm included,"['quant-ph', 'cs.DS']",,,3,11,2011,9,23
1205.1534v2,2012-08-09T12:39:09Z,2012-05-07T20:26:44Z,Learning-Graph-Based Quantum Algorithm for k-distinctness,"  We present a quantum algorithm solving the $k$-distinctness problem in
$O(n^{1-2^{k-2}/(2^k-1)})$ queries with a bounded error. This improves the
previous $O(n^{k/(k+1)})$-query algorithm by Ambainis. The construction uses a
modified learning graph approach. Compared to the recent paper by Belovs and
Lee arXiv:1108.3022, the algorithm doesn't require any prior information on the
input, and the complexity analysis is much simpler.
  Additionally, we introduce an $O(\sqrt{n}\alpha^{1/6})$ algorithm for the
graph collision problem where $\alpha$ is the independence number of the graph.
",['Aleksandrs Belovs'],"19 pages, 2 figures, major changes",['quant-ph'],19.0,2.0,1,5,2012,5,7
1204.0792v1,2012-04-03T20:00:31Z,2012-04-03T20:00:31Z,Practical learning method for multi-scale entangled states,"  We describe a method for reconstructing multi-scale entangled states from a
small number of efficiently-implementable measurements and fast
post-processing. The method only requires single particle measurements and the
total number of measurements is polynomial in the number of particles. Data
post-processing for state reconstruction uses standard tools, namely matrix
diagonalisation and conjugate gradient method, and scales polynomially with the
number of particles. Our method prevents the build-up of errors from both
numerical and experimental imperfections.
","['Olivier Landon-Cardinal', 'David Poulin']",,['quant-ph'],,,2,7,2012,4,3
0812.3429v3,2012-03-15T03:31:18Z,2008-12-17T22:46:18Z,"Quantum Predictive Learning and Communication Complexity with Single
  Input","  We define a new model of quantum learning that we call Predictive Quantum
(PQ). This is a quantum analogue of PAC, where during the testing phase the
student is only required to answer a polynomial number of testing queries.
  We demonstrate a relational concept class that is efficiently learnable in
PQ, while in any ""reasonable"" classical model exponential amount of training
data would be required. This is the first unconditional separation between
quantum and classical learning.
  We show that our separation is the best possible in several ways; in
particular, there is no analogous result for a functional class, as well as for
several weaker versions of quantum learning. In order to demonstrate tightness
of our separation we consider a special case of one-way communication that we
call single-input mode, where Bob receives no input. Somewhat surprisingly,
this setting becomes nontrivial when relational communication tasks are
considered. In particular, any problem with two-sided input can be transformed
into a single-input relational problem of equal classical one-way cost. We show
that the situation is different in the quantum case, where the same
transformation can make the communication complexity exponentially larger. This
happens if and only if the original problem has exponential gap between quantum
and classical one-way communication costs. We believe that these auxiliary
results might be of independent interest.
",['Dmitry Gavinsky'],,"['quant-ph', 'cs.LG']",,,1,9,2008,12,17
1105.3310v3,2012-03-08T12:34:18Z,2011-05-17T08:54:26Z,The quantum query complexity of learning multilinear polynomials,"  In this note we study the number of quantum queries required to identify an
unknown multilinear polynomial of degree d in n variables over a finite field
F_q. Any bounded-error classical algorithm for this task requires Omega(n^d)
queries to the polynomial. We give an exact quantum algorithm that uses
O(n^(d-1)) queries for constant d, which is optimal. In the case q=2, this
gives a quantum algorithm that uses O(n^(d-1)) queries to identify a codeword
picked from the binary Reed-Muller code of order d.
",['Ashley Montanaro'],8 pages; v3: essentially published version,['quant-ph'],8.0,,1,8,2011,5,17
1202.1893v1,2012-02-09T06:14:56Z,2012-02-09T06:14:56Z,"Simple Quantum Model of Learning Explains the Yerkes-Dodson Law in
  Psychology","  We propose the simple model of learning based on which we derive and explain
the Yerkes-Dodson law - one of the oldest laws of experimental psychology. The
approach uses some ideas of quantum theory of open systems (QTOS) and develops
the method of statistical description of psychological systems that was
proposed by author earlier.
",['E. D. Vol'],"3 pages, 0 figures","['physics.soc-ph', 'quant-ph']",3.0,0.0,1,11,2012,2,9
1112.4454v1,2011-12-19T20:16:06Z,2011-12-19T20:16:06Z,"Evolutionary Hessian Learning: Forced Optimal Covariance Adaptive
  Learning (FOCAL)","  The Covariance Matrix Adaptation Evolution Strategy (CMA-ES) has been the
most successful Evolution Strategy at exploiting covariance information; it
uses a form of Principle Component Analysis which, under certain conditions, is
suggested to converge to the correct covariance matrix, formulated as the
inverse of the mathematically well-defined Hessian matrix. However, in
practice, there exist conditions where CMA-ES converges to the global optimum
(accomplishing its primary goal) while it does not learn the true covariance
matrix (missing an auxiliary objective), likely due to step-size deficiency.
These circumstances can involve high-dimensional landscapes with large
condition numbers. This paper introduces a novel technique entitled Forced
Optimal Covariance Adaptive Learning (FOCAL), with the explicit goal of
determining the Hessian at the global basin of attraction. It begins by
introducing theoretical foundations to the inverse relationship between the
learned covariance and the Hessian matrices. FOCAL is then introduced and
demonstrated to retrieve the Hessian matrix with high fidelity on both model
landscapes and experimental Quantum Control systems, which are observed to
possess a non-separable, non-quadratic search landscape. The recovered Hessian
forms are corroborated by physical knowledge of the systems. This study
constitutes an example for Natural Computing successfully serving other
branches of natural sciences, and introducing at the same time a powerful
generic method for any high-dimensional continuous search seeking landscape
information.
","['Ofer M. Shir', 'Jonathan Roslund', 'Darrell Whitley', 'Herschel Rabitz']",,"['cs.NE', 'cs.NA', 'quant-ph', 'I.2.8']",,,4,9,2011,12,19
1111.2189v1,2011-11-09T12:30:23Z,2011-11-09T12:30:23Z,"Decoherence and Ontology, or: How I Learned To Stop Worrying And Love
  FAPP","  I make the case that the Universe according to unitary (no-collapse) quantum
theory has a branching structure, and so can literally be regarded as a
""many-worlds"" theory. These worlds are not part of the fundamental ontology of
quantum theory - instead, they are to be understood as structures, or patterns,
emergent from the underlying theory, through the dynamical process of
decoherence. That they are structures in this sense does not mean that they are
in any way unreal: indeed, pretty much all higher-level ontology in science,
from tables to phonons to tigers, is likewise emergent. Unitary quantum theory
is therefore a ""many-worlds"" theory without any modification of the
mathematical structure of the theory: the Everett interpretation does not
consist in adding worlds to the formalism, but in realising that they are there
already. Our grounds for accepting the reality of those worlds is no more, but
no less, than our grounds for accepting any other not-directly observable
consequence of an empirically very successful theory.
",['David Wallace'],"20 pages; In S. Saunders. J. Barrett, A. Kent and D. Wallace (eds.),
  Many Worlds? Everett, Quantum Theory, and Reality (OUP, 2010)","['physics.hist-ph', 'quant-ph']",20.0,,1,13,2011,11,9
1109.0325v1,2011-09-01T23:10:31Z,2011-09-01T23:10:31Z,Quantum adiabatic machine learning,"  We develop an approach to machine learning and anomaly detection via quantum
adiabatic evolution. In the training phase we identify an optimal set of weak
classifiers, to form a single strong classifier. In the testing phase we
adiabatically evolve one or more strong classifiers on a superposition of
inputs in order to find certain anomalous elements in the classification space.
Both the training and testing phases are executed via quantum adiabatic
evolution. We apply and illustrate this approach in detail to the problem of
software verification and validation.
","['Kristen L. Pudenz', 'Daniel A. Lidar']","21 pages, 9 figures","['quant-ph', 'cs.LG']",21.0,9.0,2,4,2011,9,1
1103.0480v2,2011-08-30T13:14:50Z,2011-03-02T16:38:11Z,Quantum learning algorithms for quantum measurements,"  We study quantum learning algorithms for quantum measurements. The optimal
learning algorithm is derived for arbitrary von Neumann measurements in the
case of training with one or two examples. The analysis of the case of three
examples reveals that, differently from the learning of unitary gates, the
optimal algorithm for learning of quantum measurements cannot be parallelized,
and requires quantum memories for the storage of information.
","['Alessandro Bisio', ""Giacomo Mauro D'Ariano"", 'Paolo Perinotti', 'Michal Sedlak']","13 pages, 2 figures",['quant-ph'],13.0,2.0,4,6,2011,3,2
1106.4254v1,2011-06-21T16:34:21Z,2011-06-21T16:34:21Z,Dynamic learning of pairwise and three-way entanglement,"  In previous work, we have developed a dynamic learning paradigm for
""programming"" a general quantum computer. A learning algorithm is used to find
a set of parameters for a coupled qubit system such that the system at an
initial time evolves to a state in which a given measurement results in the
desired calculation value. This can be thought of as a quantum neural network
(QNN). Here, we apply our method to a system of three qubits, and demonstrate
training the quantum computer to estimate both pairwise and three-way
entanglement.
","['Elizabeth Behrman', 'James Steck']",6 pages; 2 figures; 5 tables; Submitted to NaBIC 2011,['quant-ph'],6.0,2.0,2,7,2011,6,21
1006.5227v1,2010-06-27T17:32:53Z,2010-06-27T17:32:53Z,Pseudo-randomness and Learning in Quantum Computation,"  This thesis discusses the young fields of quantum pseudo-randomness and
quantum learning algorithms. We present techniques for derandomising algorithms
to decrease randomness resource requirements and improve efficiency. One key
object in doing this is a k-design, which is a distribution on the unitary
group whose kth moments match those of the unitarily invariant Haar measure. We
show that for a natural model of a random quantum circuit, the distribution of
random circuits quickly converges to a 2-design. We then present an efficient
unitary k-design construction for any k, provided the number of qubits n
satisfies k = O(n/log n). In doing this, we provide an efficient construction
of a quantum tensor product expander, which is a generalisation of a quantum
expander which in turn generalises classical expanders. We then discuss
applications of k-designs. We show that they can be used to improve the
efficiency of many existing algorithms and protocols and also find new
applications to derandomising large deviation bounds. In particular, we show
that many large deviation bound results for Haar random unitaries carry over to
k-designs for k = poly(n). In the second part of the thesis, we present some
learning and testing algorithms for the Clifford group. We find an optimal
algorithm for identifying an unknown Clifford operation. We also give an
algorithm to test if an unknown operation is close to a Clifford or far from
every Clifford.
",['Richard A. Low'],"Contains results from 0802.1919 (with an alternative proof of the
  Markov chain mixing time bound), 0811.2597, 0903.5236 and 0907.2833. Also
  presents an introduction to k-designs, proving the relationships between
  different definitions. There is a review chapter on uses of k-designs",['quant-ph'],,,1,6,2010,6,27
1004.2468v1,2010-04-14T18:30:19Z,2010-04-14T18:30:19Z,Quantum learning: optimal classification of qubit states,"  Pattern recognition is a central topic in Learning Theory with numerous
applications such as voice and text recognition, image analysis, computer
diagnosis. The statistical set-up in classification is the following: we are
given an i.i.d. training set $(X_{1},Y_{1}),... (X_{n},Y_{n})$ where $X_{i}$
represents a feature and $Y_{i}\in \{0,1\}$ is a label attached to that
feature. The underlying joint distribution of $(X,Y)$ is unknown, but we can
learn about it from the training set and we aim at devising low error
classifiers $f:X\to Y$ used to predict the label of new incoming features.
  Here we solve a quantum analogue of this problem, namely the classification
of two arbitrary unknown qubit states. Given a number of `training' copies from
each of the states, we would like to `learn' about them by performing a
measurement on the training set. The outcome is then used to design mesurements
for the classification of future systems with unknown labels. We find the
asymptotically optimal classification strategy and show that typically, it
performs strictly better than a plug-in strategy based on state estimation.
  The figure of merit is the excess risk which is the difference between the
probability of error and the probability of error of the optimal measurement
when the states are known, that is the Helstrom measurement. We show that the
excess risk has rate $n^{-1}$ and compute the exact constant of the rate.
","['Madalin Guta', 'Wojciech Kotlowski']","24 pages, 4 figures","['quant-ph', 'stat.ML']",24.0,4.0,2,7,2010,4,14
0903.0543v2,2010-03-25T18:55:16Z,2009-03-03T14:30:40Z,Optimal quantum learning of a unitary transformation,"  We address the problem of learning an unknown unitary transformation from a
finite number of examples. The problem consists in finding the learning machine
that optimally emulates the examples, thus reproducing the unknown unitary
maximum fidelity. Learning a unitary is equivalent to storing it in the state
of a quantum memory (the memory of the learning machine), and subsequently
retrieving it. We prove that, whenever the unknown unitary is drawn from a
group, the optimal strategy consists in a parallel call of the available uses
followed by a ""measure-and-rotate"" retrieving. Differing from the case of
quantum cloning, where the incoherent ""measure-and-prepare"" strategies are
typically suboptimal, in the case of learning the ""measure-and-rotate"" strategy
is optimal even when the learning machine is asked to reproduce a single copy
of the unknown unitary. We finally address the problem of the optimal inversion
of an unknown unitary evolution, showing also in this case the optimality of
the ""measure-and-rotate"" strategies and applying our result to the optimal
approximate realignment of reference frames for quantum communication.
","['A. Bisio', 'G. Chiribella', ""G. M. D'Ariano"", 'S. Facchini', 'P. Perinotti']","7 pages, 1 figure, published version",['quant-ph'],7.0,1.0,5,7,2009,3,3
0910.0762v2,2010-02-25T02:10:43Z,2009-10-05T13:32:40Z,Machine Learning for Precise Quantum Measurement,"  Adaptive feedback schemes are promising for quantum-enhanced measurements yet
are complicated to design. Machine learning can autonomously generate
algorithms in a classical setting. Here we adapt machine learning for quantum
information and use our framework to generate autonomous adaptive feedback
schemes for quantum measurement. In particular our approach replaces guesswork
in quantum measurement by a logical, fully-automatic, programmable routine. We
show that our method yields schemes that outperform the best known adaptive
scheme for interferometric phase estimation.
","['Alexander Hentschel', 'Barry C. Sanders']","7 pages, 3 figures, 2 tables",['quant-ph'],7.0,3.0,2,6,2009,10,5
0904.4571v2,2009-12-15T14:18:05Z,2009-04-29T12:30:17Z,"The speed of quantum and classical learning for performing the k-th root
  of NOT","  We consider quantum learning machines -- quantum computers that modify
themselves in order to improve their performance in some way -- that are
trained to perform certain classical task, i.e. to execute a function which
takes classical bits as input and returns classical bits as output. This allows
a fair comparison between learning efficiency of quantum and classical learning
machine in terms of the number of iterations required for completion of
learning. We find an explicit example of the task for which numerical
simulations show that quantum learning is faster than its classical
counterpart. The task is extraction of the k-th root of NOT (NOT = logical
negation), with k=2^m and m \in N. The reason for this speed-up is that
classical machine requires memory of size log k=m to accomplish the learning,
while the memory of a single qubit is sufficient for the quantum machine for
any k.
","['Daniel Manzano', 'Marcin Pawlowski', 'Caslav Brukner']","4 pages, 4 figures",['quant-ph'],4.0,4.0,3,14,2009,4,29
0912.0583v1,2009-12-03T06:02:06Z,2009-12-03T06:02:06Z,"Single query learning from abelian and non-abelian Hamming distance
  oracles","  We study the problem of identifying an n-bit string using a single quantum
query to an oracle that computes the Hamming distance between the query and
hidden strings. The standard action of the oracle on a response register of
dimension r is by powers of the cycle (1...r), all of which, of course,
commute. We introduce a new model for the action of an oracle--by general
permutations in S_r--and explore how the success probability depends on r and
on the map from Hamming distances to permutations. In particular, we prove that
when r = 2, for even n the success probability is 1 with the right choice of
the map, while for odd n the success probability cannot be 1 for any choice.
Furthermore, for small odd n and r = 3, we demonstrate numerically that the
image of the optimal map generates a non-abelian group of permutations.
","['David A. Meyer', 'James Pommersheim']",14 pages,"['quant-ph', 'cs.CC']",14.0,,2,10,2009,12,3
0909.5527v2,2009-11-18T06:22:06Z,2009-09-30T07:06:56Z,"Boosting up quantum key distribution by learning statistics of practical
  single photon sources","  We propose a simple quantum-key-distribution (QKD) scheme for practical
single photon sources (SPSs), which works even with a moderate suppression of
the second-order correlation $g^{(2)}$ of the source. The scheme utilizes a
passive preparation of a decoy state by monitoring a fraction of the signal via
an additional beam splitter and a detector at the sender's side to monitor
photon number splitting attacks. We show that the achievable distance increases
with the precision with which the sub-Poissonian tendency is confirmed in
higher photon number distribution of the source, rather than with actual
suppression of the multi-photon emission events. We present an example of the
secure key generation rate in the case of a poor SPS with $g^{(2)} = 0.19$, in
which no secure key is produced with the conventional QKD scheme, and show that
learning the photon-number distribution up to several numbers is sufficient for
achieving almost the same achievable distance as that of an ideal SPS.
","['Yoritoshi Adachi', 'Takashi Yamamoto', 'Masato Koashi', 'Nobuyuki Imoto']","11 pages, 3 figures; published version in New J. Phys",['quant-ph'],11.0,3.0,4,13,2009,9,30
0910.3713v1,2009-10-19T21:55:11Z,2009-10-19T21:55:11Z,On Learning Finite-State Quantum Sources,"  We examine the complexity of learning the distributions produced by
finite-state quantum sources. We show how prior techniques for learning hidden
Markov models can be adapted to the quantum generator model to find that the
analogous state of affairs holds: information-theoretically, a polynomial
number of samples suffice to approximately identify the distribution, but
computationally, the problem is as hard as learning parities with noise, a
notorious open question in computational learning theory.
",['Brendan Juba'],"10 pages, 1 figure","['quant-ph', 'cs.LG']",10.0,1.0,1,5,2009,10,19
0907.2833v1,2009-07-16T13:16:41Z,2009-07-16T13:16:41Z,Learning and Testing Algorithms for the Clifford Group,"  Given oracle access to an unknown unitary C from the Clifford group and its
conjugate, we give an exact algorithm for identifying C with O(n) queries,
which we prove is optimal. We then extend this to all levels of the
Gottesman-Chuang hierarchy (also known as the C_k hierarchy). Further, for
unitaries not in the hierarchy itself but known to be close to an element of
the hierarchy, we give a method of finding this close element. We also present
a Clifford testing algorithm that decides whether a given black-box unitary is
close to a Clifford or far from every Clifford.
",['Richard A. Low'],7 pages,['quant-ph'],7.0,,1,8,2009,7,16
0905.1139v1,2009-05-08T03:02:36Z,2009-05-08T03:02:36Z,"Quantum filter reduction for measurement-feedback control via
  unsupervised manifold learning","  We derive simple models for the dynamics of a single atom coupled to a cavity
field mode in the absorptive bistable parameter regime by projecting the time
evolution of the state of the system onto a suitably chosen nonlinear
low-dimensional manifold, which is found by use of local tangent space
alignment. The output field from the cavity is detected with a homodyne
detector allowing observation of quantum jumps of the system between states
with different average numbers of photons in the cavity. We find that the
models, which are significantly faster to integrate numerically than the full
stochastic master equation, largely reproduce the dynamics of the system, and
we demonstrate that they are sufficiently accurate to facilitate feedback
control of the state of the system based on the predictions of the models
alone.
","['Anne E. B. Nielsen', 'Asa S. Hopkins', 'Hideo Mabuchi']","15 pages, 6 figures",['quant-ph'],15.0,6.0,3,10,2009,5,8
0803.1418v3,2009-02-12T13:32:56Z,2008-03-10T14:01:38Z,Quantum learning by measurement and feedback,"  We propose an approach to quantum computing in which quantum gate strengths
are parametrized by quantum degrees of freedom, and the capability of the
quantum computer to perform desired tasks is monitored and gradually improved
by successive feedback modifications of the coupling strength parameters. Our
proposal aims at experimental implementation, scalable to computational
problems too large to be simulated theoretically, and we demonstrate
feasibility of our proposal with simulations on search and factoring
algorithms.
","['Soren Gammelmark', 'Klaus Molmer']","6 pages, 5 figures",['quant-ph'],6.0,5.0,2,6,2008,3,10
0810.3828v1,2008-10-21T13:38:33Z,2008-10-21T13:38:33Z,Quantum reinforcement learning,"  The key approaches for machine learning, especially learning in unknown
probabilistic environments are new representations and computation mechanisms.
In this paper, a novel quantum reinforcement learning (QRL) method is proposed
by combining quantum theory and reinforcement learning (RL). Inspired by the
state superposition principle and quantum parallelism, a framework of value
updating algorithm is introduced. The state (action) in traditional RL is
identified as the eigen state (eigen action) in QRL. The state (action) set can
be represented with a quantum superposition state and the eigen state (eigen
action) can be obtained by randomly observing the simulated quantum state
according to the collapse postulate of quantum measurement. The probability of
the eigen action is determined by the probability amplitude, which is
parallelly updated according to rewards. Some related characteristics of QRL
such as convergence, optimality and balancing between exploration and
exploitation are also analyzed, which shows that this approach makes a good
tradeoff between exploration and exploitation using the probability amplitude
and can speed up learning through the quantum parallelism. To evaluate the
performance and practicability of QRL, several simulated experiments are given
and the results demonstrate the effectiveness and superiority of QRL algorithm
for some complex problems. The present work is also an effective exploration on
the application of quantum computation to artificial intelligence.
","['Daoyi Dong', 'Chunlin Chen', 'Hanxiong Li', 'Tzyh-Jong Tarn']","13 pages, 7 figures, Latex","['quant-ph', 'cs.AI', 'cs.LG']",13.0,7.0,4,3,2008,10,21
0808.1558v1,2008-08-11T19:12:33Z,2008-08-11T19:12:33Z,Quantum algorithm design using dynamic learning,"  We present a dynamic learning paradigm for ""programming"" a general quantum
computer. A learning algorithm is used to find the control parameters for a
coupled qubit system, such that the system at an initial time evolves to a
state in which a given measurement corresponds to the desired operation. This
can be thought of as a quantum neural network. We first apply the method to a
system of two coupled superconducting quantum interference devices (SQUIDs),
and demonstrate learning of both the classical gates XOR and XNOR. Training of
the phase produces a gate congruent to the CNOT modulo a phase shift. Striking
out for somewhat more interesting territory, we attempt learning of an
entanglement witness for a two qubit system. Simulation shows a reasonably
successful mapping of the entanglement at the initial time onto the correlation
function at the final time for both pure and mixed states. For pure states this
mapping requires knowledge of the phase relation between the two parts;
however, given that knowledge, this method can be used to measure the
entanglement of an otherwise unknown state. The method is easily extended to
multiple qubits or to quNits.
","['E. C. Behrman', 'J. E. Steck', 'P. Kumar', 'K. A. Walsh']",,['quant-ph'],,,4,6,2008,8,11
0803.2976v2,2008-03-31T05:41:41Z,2008-03-20T16:11:41Z,Quantum Learning Machine,"  We propose a novel notion of a quantum learning machine for automatically
controlling quantum coherence and for developing quantum algorithms. A quantum
learning machine can be trained to learn a certain task with no a priori
knowledge on its algorithm. As an example, it is demonstrated that the quantum
learning machine learns Deutsch's task and finds itself a quantum algorithm,
that is different from but equivalent to the original one.
","['Jeongho Bang', 'James Lim', 'M. S. Kim', 'Jinhyoung Lee']","4 pages, 8 figures; Revisions made to improve the introduction and
  motivation",['quant-ph'],4.0,8.0,4,3,2008,3,20
quant-ph/0703231v2,2007-11-09T11:00:48Z,2007-03-24T21:34:56Z,Quantum Search in an Ordered List via Adaptive Learning,"  We use a Bayesian approach to optimally solve problems in noisy binary
search. We deal with two variants:
  1. Each comparison can be erroneous with some probability $1 - p$. 2. At each
stage $k$ comparisons can be performed in parallel and a noisy answer is
returned
  We present a (classic) algorithm which optimally solves both variants
together, up to an additive term of O(\log \log(n)), and prove matching
information theoretic lower bounds. We use the algorithm to improve the results
of Farhi et al \cite{FGGS99} presenting a quantum (error free) search algorithm
in an ordered list of expected complexity less than (\log_2n) / 3.
","['M. Ben-Or', 'Avinatan Hassidim']",10 pages no figures,['quant-ph'],10.0,,2,9,2007,3,24
